availability,size,total_sqft,bath,balcony,Pincode,price
18,2,1252,3,0,560087,63
18,2,1170,2,2,560087,86
18,2,1350,2,0,560087,51
18,2,1075,2,2,560087,30
18,2,972,2,2,560087,40
18,2,1486,3,1,560087,83.22
18,2,555,1,0,560087,37
18,2,4830,5,1,560087,390
18,2,850,2,1,560086,75
18,2,1282,3,2,560086,178
18,2,2790,4,3,560086,198
18,2,2383,5,1,560086,215
18,2,1103,2,1,560086,55
18,2,1577,3,2,560086,67
18,2,1465,3,2,560086,80.01
18,2,1600,3,1,560086,64
18,2,1090,2,2,560086,45
18,2,1721,3,3,560086,80.86
18,2,1100,2,1,560086,55
18,2,1450,3,2,560086,71
18,2,1071,2,1,560086,62
18,2,2266,3,2,560086,169
18,2,2065,3,2,560086,130
18,2,1800,3,2,560086,90
18,2,1150,2,2,560086,125
18,2,1200,8,2,560086,220
18,2,1123,2,1,560086,56
18,2,1884,3,3,560086,98
18,2,930,4,2,560086,85
18,2,1145,2,1,560086,75
18,2,1328,2,2,560086,60
18,2,950,2,1,560086,55
18,2,1250,2,0,560086,59
18,2,1115,2,0,560086,46
18,2,1318,3,1,560086,54
18,2,3300,4,3,560086,160
18,2,1280,2,1,560086,48
18,2,1230,2,2,560086,59
18,2,1420,2,2,560086,60
18,2,2111,4,3,560086,120
18,2,1100,2,1,560086,54
18,2,1750,3,2,560085,136
18,2,2550,4,2,560085,290
18,2,700,1,2,560085,35
18,2,1050,2,1,560085,42
18,2,1235,2,3,560085,90
18,2,1200,2,0,560085,63
18,2,900,2,0,560085,30
18,2,1146,2,1,560085,38
18,2,1200,4,1,560085,110
18,2,2400,1,1,560085,200
18,2,1200,5,2,560085,108
18,2,615,1,1,560085,24
18,2,1070,2,1,560085,49.65
18,2,1538,5,2,560085,300
18,2,1355,2,3,560085,58.25
18,2,3080,2,1,560085,285
18,2,1800,3,3,560085,80
18,2,1400,2,3,560085,50.06
18,2,1123,2,1,560085,48
18,2,1200,2,1,560085,130
18,2,787,2,1,560085,31
18,2,1082,2,1,560085,45
18,2,1096,2,1,560085,41
18,2,1200,7,2,560085,140
18,2,1140,3,1,560085,130
18,2,1130,2,1,560085,52
18,2,550,1,1,560085,12
18,2,1058,2,2,560085,85
18,2,1269,2,1,560085,73
18,2,946,3,0,560085,140
18,2,3400,6,0,560085,420
18,2,2689,6,2,560085,245
18,2,1976,3,3,560085,65.21
18,2,1820,3,3,560085,77
18,2,1329,2,1,560085,56
18,2,1350,2,1,560085,80.99
18,2,1250,3,0,560085,175
18,2,1205,2,1,560085,40
18,2,800,6,2,560085,98
18,2,1339,2,2,560085,71.5
18,2,938,2,0,560085,35
18,2,450,1,1,560085,25
18,2,1100,2,2,560085,70
18,2,600,3,1,560085,95
18,2,1060,2,1,560085,40
18,2,1125,2,2,560085,40
18,2,810,1,0,560085,21
18,2,1060,2,1,560085,65
18,2,1749,4,0,560085,90
18,2,1200,2,2,560085,75
18,2,1100,2,1,560085,85
18,2,720,4,2,560085,48
18,2,6613,7,0,560085,950
18,2,1925,3,3,560085,110
18,2,502,1,1,560085,25
18,2,3339,3,0,560085,250
18,2,1475,2,2,560085,74
18,2,1550,3,2,560085,258
18,2,966,2,1,560085,49
18,2,1350,6,3,560085,160
18,2,1300,2,2,560085,75
18,2,4400,4,1,560085,350
18,2,1559,3,2,560085,120
18,2,1246,2,1,560085,63
18,2,2790,3,0,560085,950
18,2,1410,2,3,560085,53.58
18,2,1300,3,0,560085,75
18,2,1339,2,2,560085,58
18,2,900,4,1,560085,75
18,2,1104,2,1,560085,35.5
18,2,900,2,2,560085,45
18,2,1550,2,2,560085,79
18,2,670,1,1,560085,35
18,2,1483,2,1,560085,98
18,2,1540,2,2,560085,70
18,2,1200,7,3,560085,100
18,2,1255,2,1,560085,54.5
18,2,600,3,2,560085,100
18,2,1036,2,2,560085,110
18,2,1460,2,2,560085,75
18,2,1230,2,1,560085,58
18,2,1340,2,2,560085,60
18,2,1600,3,3,560085,61.37
18,2,2162,3,1,560085,200
18,2,919,2,2,560085,40
18,2,1070,2,2,560085,38.9
18,2,1733,2,3,560085,85
18,2,1221,3,3,560085,72
18,2,1041,2,1,560085,36.44
18,2,2550,4,2,560085,149
18,2,1400,3,1,560085,70
18,2,600,2,0,560085,55
18,2,710,2,2,560085,40
18,2,1500,2,1,560085,78.25
18,2,3122,6,2,560085,237
18,2,2061,3,3,560085,175
18,2,2400,5,2,560085,325
18,2,1255,2,1,560085,95
18,2,2425,7,3,560085,140
18,2,1031,2,1,560085,55
18,2,1210,2,1,560085,74
18,2,950,2,1,560085,40
18,2,1376,4,1,560085,156
18,2,1161,2,1,560085,55.15
18,2,1303,2,2,560085,44.17
18,2,1418,2,2,560085,105
18,2,1200,2,1,560085,65
18,2,1825,3,0,560085,175
18,2,1015,2,0,560085,48
18,2,1150,2,0,560085,60
18,2,1010,2,1,560085,40
18,2,1508,3,1,560085,75
18,2,1275,2,1,560085,87
18,2,1460,3,1,560085,70
18,2,946,2,2,560085,58
18,2,1110,2,2,560085,58
18,2,1832,3,1,560085,125
18,2,1088,2,2,560085,61.45
18,2,1564,3,1,560085,104
18,2,1030,2,1,560085,35.02
18,2,660,2,0,560085,27
18,2,1700,3,1,560085,95
18,2,1100,5,2,560085,121
18,2,1205,2,2,560085,62.9
18,2,1950,3,2,560085,90
18,2,1080,2,1,560085,62
18,2,2800,4,0,560085,140
18,2,999,2,1,560085,43.66
18,2,900,4,3,560085,175
18,2,1300,2,1,560085,89.76
18,2,1265,2,1,560085,78
18,2,1200,2,2,560085,42
18,2,1974,4,0,560085,106
18,2,1180,2,2,560085,40
18,2,1350,2,3,560085,63
18,2,1560,2,2,560085,65
18,2,2800,2,0,560085,650
18,2,1085,2,1,560085,41.23
18,2,1300,2,2,560085,75
18,2,1600,3,2,560085,56
18,2,1127,2,2,560085,55
18,2,795,2,2,560085,32
18,2,1850,3,2,560085,88
18,2,1020,2,1,560085,29.45
18,2,1475,2,1,560085,200
18,2,1200,3,3,560085,96.25
18,2,1345,2,1,560085,47
18,2,849,2,1,560085,25.4
18,2,1706,3,2,560085,135
18,2,2100,4,1,560085,180
18,2,1250,2,2,560085,65
18,2,1260,3,3,560085,63.58
18,2,1265,2,1,560085,65
18,2,1260,2,1,560085,45
18,2,1045,2,1,560085,58
18,2,3895,4,2,560085,495
18,2,1100,2,3,560085,62
18,2,1113,2,1,560085,50
18,2,2774,4,3,560085,208
18,2,1210,2,1,560085,60
18,2,700,1,1,560085,30.84
18,2,1155,2,1,560085,55.5
18,2,1132,2,1,560085,89
18,2,1359,2,2,560085,104
18,2,2631,3,0,560085,200
18,2,1145,2,2,560085,56
18,2,600,1,1,560085,30
18,2,1200,1,1,560084,125
18,2,830,2,1,560084,60
18,2,1009,2,2,560084,56
18,2,1800,3,2,560084,195
18,2,1226,2,2,560084,52.71
18,2,1500,2,2,560084,88
18,2,1363,2,1,560084,79
18,2,1400,2,1,560084,240
18,2,1165,2,1,560083,33.64
18,2,2792,4,1,560083,220
18,2,700,1,0,560083,59
18,2,1060,2,2,560083,42
18,2,1200,2,1,560083,67
18,2,1518,3,2,560083,76
18,2,1495,2,2,560083,75
18,2,1575,2,2,560083,90
18,2,1440,2,2,560083,170
18,2,1545,3,1,560083,69
18,2,1470,3,3,560083,50
18,2,1500,3,3,560083,95
18,2,1450,2,2,560083,81
18,2,1179,2,1,560083,49
18,2,1650,3,2,560083,110
18,2,1095,2,2,560083,32
18,2,856,2,1,560083,48
18,2,1143,2,1,560083,62
18,2,1349,2,1,560083,97.8
18,2,1280,2,2,560083,45
18,2,480,1,1,560083,60
18,2,1216,2,1,560083,69.06
18,2,2493,3,0,560083,115
18,2,1290,2,1,560083,120
18,2,1200,5,2,560083,96
18,2,1156,2,2,560083,42
18,2,1230,2,2,560083,44
18,2,1070,2,2,560083,33.15
18,2,1235,2,1,560083,49.3
18,2,1117,2,1,560083,110
18,2,1724,3,2,560083,124
18,2,1200,4,0,560083,90
18,2,600,1,1,560083,43
18,2,1930,2,2,560083,57.9
18,2,1216,2,1,560083,75
18,2,1452,3,3,560083,60
18,2,1355,2,3,560083,78
18,2,7500,4,0,560083,425
18,2,2145,3,3,560083,190
18,2,957,2,1,560083,53
18,2,925,2,2,560083,48
18,2,1550,2,3,560083,59
18,2,4000,2,1,560083,899
18,2,2100,3,2,560083,140
18,2,1115,2,1,560083,61
18,2,1692,3,2,560083,83
18,2,1100,2,2,560083,52
18,2,1385,2,2,560083,69
18,2,760,1,1,560083,24.9
18,2,1335,2,2,560083,67
18,2,910,2,1,560082,45
18,2,1610,2,2,560082,55
18,2,1341,2,1,560082,75.76
18,2,1200,3,0,560082,70
18,2,1285,2,2,560082,44.98
18,2,2100,3,0,560082,252
18,2,1679,3,0,560082,92.13
18,2,2675,4,2,560082,290
18,2,1016,2,1,560082,45.9
18,2,1500,2,0,560082,650
18,2,660,2,1,560081,100
18,2,2448,3,2,560081,400
18,2,924,2,2,560081,35.11
18,2,500,1,1,560081,31
18,2,1800,3,2,560081,88
18,2,1255,2,3,560081,77
18,2,1040,2,2,560081,50
18,2,1062,2,2,560081,47
18,2,950,2,1,560081,60
18,2,1216,2,1,560081,73
18,2,1300,2,2,560081,98
18,2,1390,2,2,560081,65
18,2,1033,2,1,560081,52.58
18,2,1390,2,2,560081,65.31
18,2,1020,2,1,560081,52
18,2,1140,2,2,560081,45
18,2,670,1,1,560081,36.85
18,2,2171,4,2,560081,111
18,2,1136,2,1,560081,48
18,2,1477,2,2,560081,80
18,2,1001,2,2,560081,30
18,2,1040,2,1,560081,48.86
18,2,1060,2,1,560081,48.5
18,2,1240,2,1,560081,44.3
18,2,3500,5,0,560081,450
18,2,42000,8,3,560081,175
18,2,1070,2,2,560081,46
18,2,1253,2,1,560081,65.8
18,2,1190,2,2,560081,60
18,2,1312,2,2,560081,55
18,2,750,2,0,560081,40
18,2,1615,3,2,560081,115
18,2,1095,2,1,560081,60
18,2,1745,3,3,560081,100
18,2,1050,2,2,560081,52.5
18,2,2080,4,2,560081,440
18,2,1220,2,1,560081,44.6
18,2,1793,3,2,560081,98
18,2,1100,1,2,560081,45
18,2,1385,2,3,560081,65
18,2,1200,2,2,560081,45
18,2,2017,2,2,560081,125
18,2,400,1,1,560081,10
18,2,1400,2,2,560081,44.81
18,2,960,2,1,560081,33
18,2,1125,2,1,560081,47
18,2,1551,2,2,560081,60
18,2,600,4,2,560081,122
18,2,1246,2,1,560081,67.4
18,2,3200,4,3,560081,224
18,2,1060,2,1,560081,48
18,2,1384,2,2,560081,59
18,2,620,2,1,560081,23
18,2,1005,2,1,560081,39.77
18,2,1200,3,2,560081,128
18,2,1400,3,2,560081,35
18,2,2400,3,3,560081,88
18,2,1096,2,1,560081,39
18,2,1180,1,0,560081,50
18,2,1300,2,1,560081,47
18,2,1020,2,1,560081,62
18,2,600,2,0,560081,35
18,2,3563,6,1,560081,310
18,2,1165,2,2,560081,47
18,2,1685,3,3,560081,100
18,2,1580,3,3,560081,53.56
18,2,1210,2,1,560081,83
18,2,1030,1,2,560081,25.75
18,2,1100,2,2,560081,43.5
18,2,1255,3,2,560081,77.68
18,2,1482,3,2,560081,86
18,2,1344,2,1,560081,108
18,2,1275,2,2,560081,39.8
18,2,462,3,0,560081,38
18,2,3300,5,3,560081,318
18,2,1210,2,2,560081,85
18,2,1320,3,3,560081,226
18,2,1532,3,2,560081,98.13
18,2,1245,2,2,560081,110
18,2,1212,2,0,560081,50
18,2,1230,2,1,560081,65
18,2,1000,5,2,560081,180
18,2,2257,3,2,560081,159
18,2,1246,2,1,560081,65.4
18,2,1080,2,2,560081,41
18,2,1360,2,3,560081,85
18,2,1260,2,2,560081,47.88
18,2,1200,3,0,560081,110
18,2,1418,2,2,560081,104
18,2,1200,3,1,560081,165
18,2,950,2,1,560081,39
18,2,1020,2,2,560081,55
18,2,1400,2,2,560081,40.44
18,2,1440,4,0,560081,88
18,2,800,6,2,560081,75
18,2,1175,2,1,560081,69
18,2,1185,2,1,560081,40.17
18,2,2250,3,1,560081,113
18,2,1178,2,2,560081,40.43
18,2,36000,4,2,560081,450
18,2,825,1,1,560081,44.9
18,2,1250,3,2,560081,43
18,2,1113.12,2,2,560081,55
18,2,1718,3,3,560081,223
18,2,1010,2,1,560081,35
18,2,900,2,1,560081,41
18,2,1500,4,3,560081,240
18,2,540,1,1,560081,16.5
18,2,1020,2,2,560080,29.46
18,2,1194,2,1,560080,71.64
18,2,1470,6,2,560080,300
18,2,600,4,2,560080,100
18,2,1108,2,1,560080,67.15
18,2,3895,2,1,560080,451
18,2,700,2,1,560080,34.99
18,2,1600,3,3,560080,68
18,2,1850,3,2,560080,90
18,2,1250,2,2,560080,33
18,2,600,1,1,560079,43
18,2,1140,2,1,560079,49.27
18,2,1200,2,2,560079,75
18,2,985,2,1,560079,55
18,2,982,2,2,560079,55
18,2,600,1,0,560079,20
18,2,2640,5,1,560079,142
18,2,1314,2,2,560079,68.8
18,2,1700,2,2,560079,68.5
18,2,1077,2,2,560079,93
18,2,2000,4,1,560079,99
18,2,1643,3,2,560079,75
18,2,1200,3,1,560079,67
18,2,1116,2,1,560079,51.91
18,2,1020,2,1,560079,41.82
18,2,621,7,0,560079,64
18,2,1740,3,2,560079,55
18,2,1225,2,2,560079,47
18,2,1241,2,1,560079,61
18,2,1041,2,2,560079,40.6
18,2,1050,2,2,560079,46
18,2,4400,3,1,560079,901
18,2,1309,2,3,560079,64.39
18,2,1128,2,2,560079,45
18,2,1430,2,1,560079,50
18,2,1065,2,1,560079,47.86
18,2,1085,2,1,560079,64
18,2,750,1,1,560079,30
18,2,981,2,2,560079,37.28
18,2,1548.3,4,1,560078,129
18,2,2302,4,2,560078,300
18,2,1410,2,2,560078,60
18,2,1525.84,3,1,560078,117
18,2,1200,2,2,560078,42.6
18,2,1030,2,2,560078,80
18,2,1852,2,0,560078,95
18,2,1160,2,1,560078,33.5
18,2,918,2,1,560078,49
18,2,1255,2,1,560078,90
18,2,1200,6,3,560078,250
18,2,1150,2,2,560078,49.9
18,2,2700,3,0,560078,324
18,2,1150,2,2,560078,69
18,2,1227,2,2,560078,53.49
18,2,1255,3,2,560078,77.68
18,2,840,8,0,560078,120
18,2,1198,2,1,560078,82
18,2,1200,3,1,560078,160
18,2,2600,3,1,560078,95
18,2,2072,4,2,560078,139
18,2,797,2,1,560078,32
18,2,1350,2,3,560078,68
18,2,2500,4,0,560078,200
18,2,2215,4,2,560078,160
18,2,525,1,1,560078,30
18,2,2700,4,3,560078,260
18,2,1500,2,1,560078,90
18,2,900,2,0,560078,55
18,2,1355,2,3,560078,58.27
18,2,1465,2,2,560078,49.81
18,2,1006,2,1,560078,57
18,2,2000,4,1,560078,75
18,2,1128,2,1,560078,65.7
18,2,850,2,0,560078,35
18,2,1310,2,3,560078,68
18,2,1390,2,2,560078,86
18,2,1390,2,2,560078,76.45
18,2,2396,4,2,560078,325
18,2,1170,2,1,560078,33
18,2,1385,2,2,560078,50
18,2,1160,2,1,560078,42
18,2,1160,2,1,560078,33.5
18,2,1200,2,2,560078,69
18,2,1475,2,2,560078,55
18,2,1939,3,0,560078,98
18,2,850,2,2,560078,42
18,2,675,1,1,560078,45
18,2,1060,2,1,560078,51
18,2,1235,2,2,560078,47
18,2,600,4,1,560078,110
18,2,1250,2,1,560078,60
18,2,1460,2,3,560078,70
18,2,1690,3,2,560078,85
18,2,850,1,2,560078,57
18,2,1843,3,2,560078,82
18,2,1680,3,2,560078,117
18,2,1047,2,1,560078,84
18,2,1100,2,2,560078,35
18,2,3250,8,1,560078,600
18,2,1120,2,3,560078,53
18,2,1095,2,2,560078,38.33
18,2,970,2,2,560078,35
18,2,1200,7,2,560078,125
18,2,1100,2,3,560078,85
18,2,1685,3,2,560078,85
18,2,1148,2,1,560078,59
18,2,1050,2,1,560078,65
18,2,1465,2,1,560078,76
18,2,3401,5,0,560078,230
18,2,630,1,1,560078,60
18,2,1850,3,1,560078,150
18,2,1200,9,0,560078,175
18,2,1750,2,1,560078,225
18,2,1350,3,1,560078,60
18,2,1760,3,2,560078,160
18,2,1440,2,2,560078,185
18,2,1200,2,0,560078,42
18,2,1100,2,1,560078,78
18,2,1140,2,2,560078,46
18,2,1410,2,2,560078,45
18,2,1434,2,1,560078,67.39
18,2,1180,2,2,560078,74
18,2,1160,2,2,560078,42
18,2,1343,2,2,560078,86
18,2,1184,2,1,560078,69
18,2,2246,3,0,560078,300
18,2,4510,4,3,560078,200
18,2,1305,2,1,560078,59
18,2,3785,5,0,560078,280
18,2,1540,3,2,560078,85
18,2,1550,3,3,560078,65.11
18,2,1345,2,1,560078,57
18,2,975,2,2,560078,45
18,2,1140,2,2,560078,46
18,2,1152,2,1,560078,34.56
18,2,3200,4,2,560078,700
18,2,1033,2,2,560078,31.5
18,2,1800,3,0,560078,230
18,2,1102,2,2,560078,53.67
18,2,1223,2,2,560078,42.81
18,2,1762,3,3,560078,112
18,2,560,2,1,560078,16.6
18,2,2000,6,0,560078,85
18,2,1410,2,2,560078,38
18,2,1853,3,1,560078,64.86
18,2,1455,2,0,560078,69
18,2,1138,2,1,560078,110
18,2,2556,3,2,560078,169
18,2,1200,2,0,560078,66.5
18,2,1200,2,2,560078,37
18,2,1200,1,1,560078,36
18,2,1870,3,2,560078,138
18,2,1199,2,1,560078,86
18,2,800,8,0,560078,150
18,2,1360,2,2,560078,54.4
18,2,1230,3,3,560078,53
18,2,2000,3,2,560078,120
18,2,1200,4,2,560078,250
18,2,1047,2,1,560078,83
18,2,6000,4,0,560078,260
18,2,1200,2,1,560078,76
18,2,725,2,1,560078,30
18,2,1645,3,1,560078,100
18,2,870,2,1,560078,65
18,2,1026,2,1,560078,49.95
18,2,2000,3,1,560078,145
18,2,1710,2,2,560078,200
18,2,1766,3,1,560078,130
18,2,500,1,1,560078,15
18,2,1100,1,1,560078,15
18,2,1221,3,3,560078,52
18,2,680,1,1,560078,46
18,2,1278,2,2,560078,90
18,2,1025,2,2,560078,66
18,2,1175,2,1,560078,39
18,2,600,1,1,560078,75
18,2,850,2,1,560078,42
18,2,710,2,0,560078,25
18,2,1165,2,1,560078,33.64
18,2,625,1,1,560078,19
18,2,1340,3,1,560078,66
18,2,937,2,1,560078,35
18,2,1500,6,0,560078,210
18,2,750,1,1,560078,52.5
18,2,1475,3,3,560078,78
18,2,2230,4,1,560078,130
18,2,2200,5,1,560078,100
18,2,900,2,0,560078,65
18,2,1116,2,2,560078,37
18,2,948,2,1,560078,75
18,2,970,2,1,560078,55
18,2,1519,3,2,560078,67.23
18,2,1200,2,1,560078,65
18,2,1760,3,2,560078,127
18,2,4400,5,3,560078,525
18,2,1914,3,3,560078,179
18,2,1820,3,2,560078,85.5
18,2,1820,3,2,560078,93
18,2,1565,3,2,560078,78
18,2,1334,2,3,560078,42.69
18,2,924,2,2,560078,76.23
18,2,914,2,2,560078,49
18,2,500,1,1,560078,17
18,2,2145,3,3,560078,125
18,2,1200,5,0,560078,162
18,2,1650,3,2,560078,100
18,2,3940,4,3,560078,220
18,2,1020,2,1,560078,29.45
18,2,1180,2,3,560078,58
18,2,1255,2,3,560078,120
18,2,2777.29,5,2,560078,650
18,2,1014,2,1,560078,35
18,2,920,2,0,560078,90
18,2,695,1,1,560078,25
18,2,2273,4,3,560078,220
18,2,1140,2,2,560078,48.95
18,2,3000,4,1,560078,375
18,2,1180,2,2,560078,41
18,2,2400,4,2,560078,152
18,2,850,1,1,560078,25
18,2,1200,2,1,560078,60
18,2,3160,4,3,560078,206
18,2,1769,3,3,560078,96.87
18,2,1554.3,4,1,560078,131
18,2,1243,2,2,560078,46
18,2,4920,5,2,560078,1150
18,2,905,2,1,560078,40
18,2,627,1,1,560078,30
18,2,2180,3,2,560078,285
18,2,2400,3,2,560078,260
18,2,1435,3,1,560078,73
18,2,3405.1,6,3,560078,400
18,2,1620,3,2,560078,130
18,2,1862,3,2,560078,125
18,2,674,1,1,560078,19.9
18,2,1220,2,1,560078,59
18,2,1027,2,2,560078,44
18,2,1025,2,1,560078,49
18,2,1430,2,3,560078,54.5
18,2,1235,2,3,560078,65
18,2,1291,2,3,560078,32
18,2,1498,3,2,560078,95
18,2,2180,3,2,560078,240
18,2,1000,2,1,560078,29.7
18,2,922,2,1,560078,70
18,2,850,2,1,560078,72
18,2,750,3,2,560078,155
18,2,1123,2,2,560078,64
18,2,1235,2,1,560078,75
18,2,1250,2,1,560078,55.55
18,2,2403,5,0,560078,360
18,2,984,2,1,560078,45.91
18,2,1305,2,1,560078,99
18,2,1200,1,0,560078,65
18,2,600,3,1,560078,90
18,2,2790,5,3,560078,204
18,2,2010,3,2,560078,125
18,2,995,2,0,560078,42
18,2,1277,2,2,560078,59
18,2,1236,2,2,560078,61.33
18,2,1265,2,3,560078,67
18,2,525,0,0,560078,27
18,2,2570,4,0,560078,141
18,2,2400,5,3,560078,390
18,2,1442,3,2,560078,56.24
18,2,1224,2,2,560078,70
18,2,1205,2,1,560078,59
18,2,1233,2,3,560078,100
18,2,1312,2,3,560078,69
18,2,1449,3,2,560078,90
18,2,1090,2,1,560078,54
18,2,2100,5,0,560078,150
18,2,1390,2,3,560078,62.55
18,2,1200,2,3,560078,78
18,2,600,2,2,560078,50
18,2,1000,2,2,560078,58
18,2,2400,5,2,560078,190
18,2,1732,3,1,560078,85.73
18,2,1290,2,2,560078,80
18,2,1840,3,3,560078,85
18,2,1917,4,2,560078,100
18,2,1100,2,2,560078,57
18,2,1455,2,3,560078,60
18,2,2774,4,3,560078,208
18,2,1200,5,0,560078,255
18,2,1425,2,2,560078,65
18,2,1655,3,1,560078,113
18,2,2805,5,3,560078,160
18,2,600,7,3,560078,93
18,2,1040,2,1,560078,46.79
18,2,1126,2,1,560078,55
18,2,1600,4,1,560078,200
18,2,1250,2,1,560078,55.55
18,2,1800,4,2,560078,180
18,2,1200,2,0,560078,53
18,2,2050,3,1,560078,100
18,2,530,1,1,560078,29.44
18,2,883,2,1,560078,37
18,2,1490,2,2,560078,59.6
18,2,1295,2,2,560078,95
18,2,1275,3,1,560078,59
18,2,800,2,2,560078,30
18,2,1200,1,0,560078,95
18,2,1063,2,1,560078,58
18,2,656,1,1,560078,43
18,2,1125,2,2,560078,36
18,2,881,2,1,560078,48.06
18,2,1350,8,2,560078,200
18,2,700,1,1,560078,32
18,2,1936,3,0,560078,110
18,2,1680,3,1,560078,101
18,2,1253,2,2,560078,57
18,2,1640,3,3,560078,230
18,2,1082,3,2,560078,50
18,2,1065,2,1,560078,30.75
18,2,2100,4,2,560078,145
18,2,1070,2,1,560078,58
18,2,1280,3,2,560078,57.6
18,2,1200,5,2,560078,300
18,2,1125,2,1,560078,29.25
18,2,1755,3,2,560078,122
18,2,1210,2,1,560078,54
18,2,951,2,2,560078,30.43
18,2,1500,2,1,560078,75
18,2,1652.5,3,2,560078,90
18,2,1381,2,2,560078,76.18
18,2,1085,2,1,560078,57
18,2,905,1,1,560078,50
18,2,1685,3,2,560078,95
18,2,1200,2,2,560078,75
18,2,1151,2,1,560078,42.9
18,2,3532,3,3,560078,170
18,2,1665,3,2,560078,86.91
18,2,800,2,1,560078,40
18,2,1050,2,1,560078,162
18,2,1030,2,2,560078,46.5
18,2,1257,2,1,560078,71.03
18,2,1600,3,2,560078,82
18,2,1465,3,3,560078,75
18,2,1650,3,2,560078,111
18,2,1243,2,2,560078,46
18,2,680,1,1,560078,80
18,2,1230,4,2,560078,80
18,2,1300,2,2,560078,82
18,2,1000,2,1,560078,44.5
18,2,1146,2,1,560078,53.8
18,2,1200,6,3,560078,120
18,2,2601,4,0,560078,312
18,2,2159,3,2,560078,110
18,2,1255,2,2,560078,40
18,2,1130,2,2,560078,60
18,2,1200,2,1,560078,60
18,2,1040,2,1,560078,37
18,2,1500,8,2,560078,150
18,2,906,3,2,560078,55
18,2,1180,2,1,560078,41.3
18,2,1200,7,2,560078,169
18,2,850,7,2,560078,100
18,2,1200,2,3,560078,47
18,2,1374,3,2,560078,51
18,2,4700,10,3,560078,130
18,2,2400,2,0,560078,480
18,2,1027,2,2,560078,44
18,2,1200,4,0,560078,130
18,2,2384,4,2,560078,165
18,2,1033,2,2,560078,28.41
18,2,1200,2,1,560078,54
18,2,2017,3,2,560078,105
18,2,1500,3,2,560078,138
18,2,700,2,0,560078,43
18,2,1150,6,2,560078,75
18,2,1495,2,2,560078,52.33
18,2,1302,2,1,560078,68.5
18,2,905,1,1,560078,52
18,2,1303,2,1,560078,55.79
18,2,1350,3,0,560078,71
18,2,1380,2,2,560078,95
18,2,1620,3,1,560078,110
18,2,4800,4,3,560078,250
18,2,1000,2,1,560078,38.5
18,2,800,4,0,560078,88
18,2,1250,1,1,560078,54
18,2,1750,3,3,560078,170
18,2,997,3,2,560078,55
18,2,1760,3,0,560078,111
18,2,1322,2,2,560078,75
18,2,1365,3,0,560078,99
18,2,1500,3,2,560078,125
18,2,1256,2,2,560078,50
18,2,941,2,2,560078,48
18,2,5000,4,3,560078,465
18,2,1665,3,2,560078,86.58
18,2,1414,2,0,560078,84.18
18,2,1270,2,3,560078,55.25
18,2,800,2,2,560078,80
18,2,4100,3,0,560078,300
18,2,1800,3,0,560078,105
18,2,850,2,0,560078,35
18,2,712,1,1,560078,38.44
18,2,900,4,2,560078,180
18,2,900,2,0,560078,55
18,2,1200,2,1,560078,49
18,2,654,1,1,560078,22
18,2,708,1,1,560078,55
18,2,600,5,3,560078,75
18,2,1680,3,3,560078,135
18,2,990,2,2,560078,58
18,2,1380,2,1,560078,42
18,2,1088,2,2,560078,62
18,2,1414,3,2,560078,77.5
18,2,1240,2,1,560078,100
18,2,1810,3,3,560078,118
18,2,2005,3,2,560078,240
18,2,1185,2,2,560078,58
18,2,1200,3,2,560078,57.15
18,2,1070,2,1,560078,52
18,2,1265,2,1,560078,58
18,2,1100,2,1,560078,55
18,2,1035,2,2,560078,44
18,2,1000,2,1,560078,97
18,2,1179,2,2,560078,49.35
18,2,1650,3,1,560078,84
18,2,2800,4,3,560078,100
18,2,3500,6,2,560078,120
18,2,1430,3,1,560078,78.65
18,2,1130,2,2,560078,58
18,2,1850,2,0,560078,110
18,2,1340,3,2,560078,54.24
18,2,600,2,0,560078,30
18,2,2582,5,2,560078,250
18,2,1160,2,1,560078,55
18,2,1200,2,1,560078,45
18,2,1116,2,1,560078,37.6
18,2,600,2,1,560078,85
18,2,2663,4,1,560078,338
18,2,1090,2,2,560077,45
18,2,1100,2,1,560077,45
18,2,1365,2,1,560077,34.13
18,2,1484,3,2,560077,79.19
18,2,1630,3,2,560077,68
18,2,1451,2,2,560077,52.43
18,2,1330,2,1,560077,107
18,2,2127,3,2,560077,135
18,2,875,5,3,560077,120
18,2,1260,4,2,560077,65
18,2,1173,2,2,560077,45.75
18,2,1445,2,1,560077,56
18,2,2250,4,1,560077,400
18,2,1500,4,2,560077,239
18,2,1197,2,1,560077,47.88
18,2,1200,4,1,560077,225
18,2,3930,7,0,560077,329
18,2,1450,3,3,560077,62.4
18,2,1187,2,1,560077,37.85
18,2,4000,6,3,560077,850
18,2,1050,2,2,560077,41
18,2,1370,2,2,560077,54.8
18,2,1036,2,2,560077,39.37
18,2,1275,3,2,560077,41.2
18,2,2010,3,2,560077,115
18,2,1418,2,2,560077,106
18,2,1265,2,2,560077,46.6
18,2,1576,3,2,560077,58
18,2,1148,2,1,560077,56
18,2,1000,2,1,560077,36
18,2,1293,2,2,560077,85
18,2,1200,2,0,560077,66
18,2,1210,2,3,560077,75
18,2,1126,2,1,560077,69
18,2,1840,4,1,560077,175
18,2,1440,2,0,560077,70
18,2,1300,2,2,560077,52
18,2,1276,2,2,560077,75
18,2,600,4,2,560077,105
18,2,1216,2,1,560077,83
18,2,840,1,0,560077,75
18,2,1240,5,3,560077,300
